,nome,partido,uf,ano,pla,par,vnp,dp,pp,aup,aNj,pcom,ajcom,aNjcom
1284,FABIANA SILVA DE SOUZA,PL,RJ,2020,112,0,391,13,100,1,1,258,5,13
1285,FABIANA SILVA DE SOUZA,PL,RJ,2021,128,3,744,1,126,1,5,258,5,13
1286,FABIANA SILVA DE SOUZA,PL,RJ,2022,59,1,309,0,63,7,5,16,4,0
1287,FELÍCIO LATERÇA DE ALMEIDA,PP,RJ,2019,107,8,279,11,101,12,0,434,18,9
1288,FELÍCIO LATERÇA DE ALMEIDA,PP,RJ,2020,32,0,394,25,101,1,0,526,7,8
1289,FELÍCIO LATERÇA DE ALMEIDA,PP,RJ,2021,125,18,758,3,131,1,0,525,7,9
1290,FELÍCIO LATERÇA DE ALMEIDA,PP,RJ,2022,55,3,334,20,68,7,0,73,6,5
1291,FRANCISCO JOSÉ D'ANGELO PINTO,PDT,RJ,2019,193,11,289,21,94,16,3,143,13,89
1292,FRANCISCO JOSÉ D'ANGELO PINTO,PDT,RJ,2020,29,0,394,20,98,3,1,154,2,174
1293,FRANCISCO JOSÉ D'ANGELO PINTO,PDT,RJ,2021,110,7,757,13,126,0,6,155,2,172
1294,FRANCISCO JOSÉ D'ANGELO PINTO,PDT,RJ,2022,73,10,338,20,67,3,5,31,2,25
1295,GELSON DE AZEVEDO ALMEIDA,PL,RJ,2019,320,1,319,17,108,3,2,97,1,26
1296,GELSON DE AZEVEDO ALMEIDA,PL,RJ,2020,1,0,375,0,95,6,1,68,0,36
1297,GELSON DE AZEVEDO ALMEIDA,PL,RJ,2021,8,0,728,0,126,3,3,68,0,37
1298,GELSON DE AZEVEDO ALMEIDA,PL,RJ,2022,4,0,354,0,71,0,4,13,0,11
1299,GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,2019,357,3,323,182,108,5,0,283,11,29
1300,GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,2020,281,0,394,135,102,0,0,209,6,51
1301,GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,2021,212,1,758,87,131,1,0,210,6,52
1302,GLAUBER DE MEDEIROS BRAGA,PSOL,RJ,2022,97,0,348,111,72,3,0,36,3,9
1303,GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,2019,308,2,310,1,105,5,3,135,2,77
1304,GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,2020,20,1,354,2,97,4,1,90,1,81
1305,GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,2021,36,1,740,1,125,0,7,84,0,75
1306,GUTEMBERG REIS DE OLIVEIRA,MDB,RJ,2022,14,0,345,0,63,0,12,19,0,17
1307,HELIO FERNANDO BARBOSA LOPES,PL,RJ,2019,82,2,287,3,90,18,5,102,15,59
1308,HELIO FERNANDO BARBOSA LOPES,PL,RJ,2020,29,0,392,0,101,1,0,94,28,91
1309,HELIO FERNANDO BARBOSA LOPES,PL,RJ,2021,125,2,693,7,117,11,4,94,28,92
1310,HELIO FERNANDO BARBOSA LOPES,PL,RJ,2022,24,0,341,1,68,2,5,11,2,11
1311,HUGO LEAL MELO DA SILVA,PSD,RJ,2019,316,10,319,17,106,6,1,373,15,37
1312,HUGO LEAL MELO DA SILVA,PSD,RJ,2020,178,2,383,32,97,3,2,239,5,99
1313,HUGO LEAL MELO DA SILVA,PSD,RJ,2021,218,13,739,14,127,3,2,231,3,97
1314,HUGO LEAL MELO DA SILVA,PSD,RJ,2022,64,4,350,4,67,2,6,53,1,27
1315,JANDIRA FEGHALI,PCdoB,RJ,2019,291,8,303,222,96,17,0,113,40,114
1316,JANDIRA FEGHALI,PCdoB,RJ,2020,263,1,392,235,101,1,0,180,0,156
1317,JANDIRA FEGHALI,PCdoB,RJ,2021,264,31,762,342,132,0,0,181,0,159
1318,JANDIRA FEGHALI,PCdoB,RJ,2022,58,8,354,106,74,0,1,36,0,23
1319,JOÃO CARLOS SOARES GURGEL,PL,RJ,2019,146,24,285,27,102,11,0,276,10,16
1320,JOÃO CARLOS SOARES GURGEL,PL,RJ,2020,48,1,394,17,98,4,0,113,1,12
1321,JOÃO CARLOS SOARES GURGEL,PL,RJ,2021,63,5,761,25,129,3,0,112,0,11
1322,JOÃO CARLOS SOARES GURGEL,PL,RJ,2022,43,4,354,19,74,0,1,33,0,9
1323,JOÃO FRANCISCO INÁCIO BRAZÃO,UNIÃO,RJ,2019,402,2,317,29,107,6,0,197,1,20
1324,JOÃO FRANCISCO INÁCIO BRAZÃO,UNIÃO,RJ,2020,18,0,394,9,99,2,1,128,0,12
1325,JOÃO FRANCISCO INÁCIO BRAZÃO,UNIÃO,RJ,2021,68,0,750,8,128,0,4,128,0,12
1326,JOÃO FRANCISCO INÁCIO BRAZÃO,UNIÃO,RJ,2022,6,0,330,2,67,0,8,39,0,2
1327,JONES BARBOSA DE MOURA,PSD,RJ,2019,0,0,0,0,0,0,0,0,0,0
1328,JONES BARBOSA DE MOURA,PSD,RJ,2020,0,0,0,0,0,0,0,109,0,8
1329,JONES BARBOSA DE MOURA,PSD,RJ,2021,7,1,230,16,44,0,2,109,0,8
1330,JONES BARBOSA DE MOURA,PSD,RJ,2022,23,3,356,42,74,0,1,71,0,0
1331,JORGE BRAZ DE OLIVEIRA,REPUBLICANOS,RJ,2019,245,4,266,7,86,27,0,126,46,29
1332,JORGE BRAZ DE OLIVEIRA,REPUBLICANOS,RJ,2020,2,0,364,1,96,6,0,39,3,10
1333,JORGE BRAZ DE OLIVEIRA,REPUBLICANOS,RJ,2021,33,9,740,0,125,7,0,38,3,10
1334,JORGE BRAZ DE OLIVEIRA,REPUBLICANOS,RJ,2022,22,6,330,0,72,2,1,6,0,7
1335,JOZIEL FERREIRA CARLOS,PATRIOTA,RJ,2019,127,5,314,18,111,1,1,126,0,64
1336,JOZIEL FERREIRA CARLOS,PATRIOTA,RJ,2020,32,0,394,5,99,3,0,147,0,45
1337,JOZIEL FERREIRA CARLOS,PATRIOTA,RJ,2021,37,4,756,4,127,1,4,147,0,46
1338,JOZIEL FERREIRA CARLOS,PATRIOTA,RJ,2022,18,3,354,15,73,0,2,31,0,31
1339,LOURIVAL GOMES DE ALMEIDA,PP,RJ,2019,59,0,309,4,111,2,0,167,1,20
1340,LOURIVAL GOMES DE ALMEIDA,PP,RJ,2020,0,0,394,2,100,2,0,123,2,21
1341,LOURIVAL GOMES DE ALMEIDA,PP,RJ,2022,6,0,332,0,70,3,2,13,2,3
1342,LUIZ ANTONIO C. C. CORRÊA DA SILVA,PP,RJ,2019,91,0,297,3,98,14,1,139,7,27
1343,LUIZ ANTONIO C. C. CORRÊA DA SILVA,PP,RJ,2020,6,0,385,0,95,6,1,186,20,13
1344,LUIZ ANTONIO C. C. CORRÊA DA SILVA,PP,RJ,2021,13,1,694,0,117,14,1,184,20,14
1345,LUIZ ANTONIO C. C. CORRÊA DA SILVA,PP,RJ,2022,23,1,354,0,75,0,0,15,2,6
1346,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,PP,RJ,2019,205,8,306,9,99,10,4,248,12,42
1347,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,PP,RJ,2020,89,2,384,19,99,2,1,153,0,94
1348,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,PP,RJ,2021,131,14,745,10,118,0,14,145,0,95
1349,LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR,PP,RJ,2022,34,4,270,0,54,0,21,13,0,17
1350,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,PL,RJ,2019,217,36,320,67,113,0,0,337,1,21
1351,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,PL,RJ,2020,22,0,394,18,101,1,0,486,1,8
1352,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,PL,RJ,2021,188,81,762,97,132,0,0,483,0,7
1353,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,PL,RJ,2022,136,60,356,151,75,0,0,47,0,0
1354,MARCELO CALERO FARIA GARCIA,PSD,RJ,2019,265,9,288,39,97,16,0,167,11,24
1355,MARCELO CALERO FARIA GARCIA,PSD,RJ,2020,212,0,394,6,101,1,0,54,6,23
1356,MARCELO CALERO FARIA GARCIA,PSD,RJ,2021,4,0,84,2,19,0,0,45,6,21
1357,MARCELO CALERO FARIA GARCIA,PSD,RJ,2022,64,2,208,2,49,4,0,44,6,19
1358,MARCELO RIBEIRO FREIXO,PSB,RJ,2019,414,4,322,78,108,2,3,192,4,121
1359,MARCELO RIBEIRO FREIXO,PSB,RJ,2020,454,1,394,95,101,1,0,27,5,101
1360,MARCELO RIBEIRO FREIXO,PSB,RJ,2021,211,4,758,123,130,2,0,19,4,90
1361,MARCELO RIBEIRO FREIXO,PSB,RJ,2022,12,0,338,17,71,0,4,3,0,14
1362,MÁRCIO DA SILVEIRA LABRE,PL,RJ,2019,101,6,303,24,107,6,0,219,1,24
1363,MÁRCIO DA SILVEIRA LABRE,PL,RJ,2020,10,0,394,1,100,2,0,360,4,44
1364,MÁRCIO DA SILVEIRA LABRE,PL,RJ,2021,88,12,757,5,130,2,0,360,4,45
1365,MÁRCIO DA SILVEIRA LABRE,PL,RJ,2022,26,1,346,7,72,2,1,33,0,14
1366,MARCOS BEZERRA RIBEIRO SOARES,UNIÃO,RJ,2019,0,0,0,0,0,0,0,38,0,1
1367,MARCOS BEZERRA RIBEIRO SOARES,UNIÃO,RJ,2020,0,0,0,0,0,0,0,87,10,16
1368,MARCOS BEZERRA RIBEIRO SOARES,UNIÃO,RJ,2021,29,0,703,0,113,4,7,87,10,17
1369,MARCOS BEZERRA RIBEIRO SOARES,UNIÃO,RJ,2022,3,0,258,0,50,15,10,6,8,8
1370,OTONI MOURA DE PAULO JUNIOR,MDB,RJ,2019,330,0,303,368,108,1,4,173,7,72
1371,OTONI MOURA DE PAULO JUNIOR,MDB,RJ,2020,14,0,391,43,98,2,2,89,9,33
1372,OTONI MOURA DE PAULO JUNIOR,MDB,RJ,2021,82,2,719,179,122,9,1,82,11,26
1373,OTONI MOURA DE PAULO JUNIOR,MDB,RJ,2022,15,0,321,114,72,4,4,14,5,9
1374,PAULO GUSTAVO GANIME ALVES TEIXEIRA,NOVO,RJ,2019,141,17,316,66,109,4,0,387,9,15
1375,PAULO GUSTAVO GANIME ALVES TEIXEIRA,NOVO,RJ,2020,170,1,394,298,99,3,0,290,3,24
1376,PAULO GUSTAVO GANIME ALVES TEIXEIRA,NOVO,RJ,2021,231,30,744,249,129,3,0,284,4,22
1377,PAULO GUSTAVO GANIME ALVES TEIXEIRA,NOVO,RJ,2022,62,5,351,10,74,1,0,37,1,16
1378,Paulo Sérgio Ramos Barboza,PDT,RJ,2019,350,2,299,65,97,15,1,255,32,84
1379,Paulo Sérgio Ramos Barboza,PDT,RJ,2020,63,0,384,25,95,6,1,236,27,45
1380,Paulo Sérgio Ramos Barboza,PDT,RJ,2021,139,11,760,163,131,1,0,232,24,44
1381,Paulo Sérgio Ramos Barboza,PDT,RJ,2022,41,2,307,45,58,12,5,39,23,7
1382,PEDRO AUGUSTO PALARETI,PP,RJ,2019,0,0,0,0,0,0,0,21,1,4
1383,PEDRO AUGUSTO PALARETI,PP,RJ,2020,0,0,0,0,0,0,0,42,2,5
1384,PEDRO AUGUSTO PALARETI,PP,RJ,2021,35,0,693,0,115,14,3,42,2,5
1385,PEDRO AUGUSTO PALARETI,PP,RJ,2022,8,0,247,0,45,30,0,0,0,0
1386,PEDRO PAULO CARVALHO TEIXEIRA,PSD,RJ,2019,248,3,285,32,98,11,4,52,12,34
1387,PEDRO PAULO CARVALHO TEIXEIRA,PSD,RJ,2020,33,2,392,25,99,3,0,15,0,11
1388,PEDRO PAULO CARVALHO TEIXEIRA,PSD,RJ,2021,0,0,30,2,10,0,2,15,0,11
1389,PEDRO PAULO CARVALHO TEIXEIRA,PSD,RJ,2022,9,2,215,6,48,0,3,15,0,11
1390,RICARDO CORREA DE BARROS,PDT,RJ,2019,0,0,0,0,0,0,0,27,0,7
1391,RICARDO CORREA DE BARROS,PDT,RJ,2020,0,0,0,0,0,0,0,70,3,24
1392,RICARDO CORREA DE BARROS,PDT,RJ,2021,10,0,747,0,120,0,3,71,3,24
1393,RICARDO CORREA DE BARROS,PDT,RJ,2022,3,0,320,0,66,8,1,10,3,6
1394,ROGERIO TEIXEIRA JUNIOR,UNIÃO,RJ,2019,177,3,305,1,106,7,0,164,5,9
1395,ROGERIO TEIXEIRA JUNIOR,UNIÃO,RJ,2020,24,0,394,0,99,2,1,103,0,28
1396,ROGERIO TEIXEIRA JUNIOR,UNIÃO,RJ,2021,49,4,412,0,74,0,0,103,0,29
1397,ROGERIO TEIXEIRA JUNIOR,UNIÃO,RJ,2022,21,2,354,0,74,0,1,19,0,19
1398,ROSANGELA DE SOUZA GOMES,REPUBLICANOS,RJ,2019,106,0,296,23,103,10,0,70,14,40
1399,ROSANGELA DE SOUZA GOMES,REPUBLICANOS,RJ,2020,16,0,367,24,96,5,1,6,0,6
1400,ROSANGELA DE SOUZA GOMES,REPUBLICANOS,RJ,2021,36,1,744,23,122,10,0,4,0,0
1401,ROSANGELA DE SOUZA GOMES,REPUBLICANOS,RJ,2022,8,0,312,17,61,14,0,2,0,0
1402,SORAYA ALENCAR DOS SANTOS,PL,RJ,2019,189,99,242,38,84,29,0,59,2,4
1403,SORAYA ALENCAR DOS SANTOS,PL,RJ,2020,70,7,357,69,89,13,0,142,5,27
1404,SORAYA ALENCAR DOS SANTOS,PL,RJ,2021,82,7,734,80,129,3,0,142,5,27
1405,SORAYA ALENCAR DOS SANTOS,PL,RJ,2022,35,3,354,62,73,2,0,27,0,15
1406,SOSTENES SILVA CAVALCANTE,PL,RJ,2019,419,22,305,24,110,0,3,226,0,91
1407,SOSTENES SILVA CAVALCANTE,PL,RJ,2020,15,0,390,6,100,1,1,191,8,166
1408,SOSTENES SILVA CAVALCANTE,PL,RJ,2021,59,20,741,5,128,2,2,191,8,163
1409,SOSTENES SILVA CAVALCANTE,PL,RJ,2022,50,0,352,23,73,1,1,17,3,36
1410,TALIRIA PETRONE SOARES,PSOL,RJ,2019,378,14,276,65,96,17,0,106,16,47
1411,TALIRIA PETRONE SOARES,PSOL,RJ,2020,301,0,244,13,55,47,0,67,21,123
1412,TALIRIA PETRONE SOARES,PSOL,RJ,2021,456,3,709,636,123,9,0,67,21,124
1413,TALIRIA PETRONE SOARES,PSOL,RJ,2022,145,0,284,31,59,11,5,17,12,32
1414,VINICIUS MEDEIROS FARAH,UNIÃO,RJ,2019,112,3,248,49,95,14,4,132,25,42
1415,VINICIUS MEDEIROS FARAH,UNIÃO,RJ,2020,29,0,393,0,100,0,2,54,5,42
1416,VINICIUS MEDEIROS FARAH,UNIÃO,RJ,2021,16,3,290,0,50,0,4,49,5,39
1417,VINICIUS MEDEIROS FARAH,UNIÃO,RJ,2022,16,2,147,0,32,3,16,11,5,24
1418,VINICIUS RAPOZO DE CARVALHO,REPUBLICANOS,RJ,2019,376,15,304,93,94,17,2,182,9,33
1419,VINICIUS RAPOZO DE CARVALHO,REPUBLICANOS,RJ,2020,55,1,392,72,98,3,1,131,8,42
1420,VINICIUS RAPOZO DE CARVALHO,REPUBLICANOS,RJ,2021,91,13,706,79,124,8,0,132,8,42
1421,VINICIUS RAPOZO DE CARVALHO,REPUBLICANOS,RJ,2022,214,1,315,59,65,10,0,7,3,10
1422,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,PP,RN,2021,47,0,714,1,122,7,3,61,11,30
1423,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,PP,RN,2020,19,0,373,3,94,2,6,61,11,30
1424,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,PP,RN,2019,273,9,269,8,88,19,6,76,14,53
1425,CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO,PP,RN,2022,15,0,334,1,61,12,2,17,9,5
1426,ELIÉSER GIRÃO MONTEIRO FILHO,PL,RN,2021,60,7,735,57,128,4,0,188,5,24
1427,ELIÉSER GIRÃO MONTEIRO FILHO,PL,RN,2020,46,0,387,23,97,2,3,188,6,24
1428,ELIÉSER GIRÃO MONTEIRO FILHO,PL,RN,2019,70,8,209,28,90,23,0,213,30,13
1429,ELIÉSER GIRÃO MONTEIRO FILHO,PL,RN,2022,27,4,323,48,68,4,3,37,3,6
1430,HILKEA CARLA DE SOUZA MEDEIROS LIMA,UNIÃO,RN,2021,205,26,762,7,132,0,0,405,2,5
1431,HILKEA CARLA DE SOUZA MEDEIROS LIMA,UNIÃO,RN,2020,44,0,274,3,50,0,0,403,2,4
1432,HILKEA CARLA DE SOUZA MEDEIROS LIMA,UNIÃO,RN,2019,6,0,0,0,0,0,0,157,0,1
1433,HILKEA CARLA DE SOUZA MEDEIROS LIMA,UNIÃO,RN,2022,79,1,354,9,74,0,1,57,0,3
1434,JOÃO DA SILVA MAIA,PL,RN,2021,55,19,748,1,129,0,3,86,0,13
1435,JOÃO DA SILVA MAIA,PL,RN,2020,17,0,394,0,99,2,1,86,0,13
1436,JOÃO DA SILVA MAIA,PL,RN,2019,129,7,316,4,113,0,0,144,0,24
1437,JOÃO DA SILVA MAIA,PL,RN,2022,23,1,340,3,70,5,0,4,0,0
1438,LUIZ BENES LEOCADIO DE ARAUJO,UNIÃO,RN,2021,49,9,750,9,130,2,0,126,3,12
1439,LUIZ BENES LEOCADIO DE ARAUJO,UNIÃO,RN,2020,15,0,384,0,99,1,2,130,3,12
1440,LUIZ BENES LEOCADIO DE ARAUJO,UNIÃO,RN,2019,147,6,288,25,107,5,1,167,8,16
1441,LUIZ BENES LEOCADIO DE ARAUJO,UNIÃO,RN,2022,20,5,347,22,71,3,1,30,2,6
1442,NATÁLIA BASTOS BONAVIDES,PT,RN,2021,265,13,730,16,127,3,2,134,5,25
1443,NATÁLIA BASTOS BONAVIDES,PT,RN,2020,297,1,394,23,100,1,1,141,5,27
1444,NATÁLIA BASTOS BONAVIDES,PT,RN,2019,259,1,297,31,105,8,0,135,7,5
1445,NATÁLIA BASTOS BONAVIDES,PT,RN,2022,105,0,341,5,69,6,0,11,3,13
1446,RAFAEL HUETE DA MOTTA,PSB,RN,2019,149,3,279,14,97,16,0,141,15,55
1447,RAFAEL HUETE DA MOTTA,PSB,RN,2020,92,0,394,2,95,7,0,179,6,37
1448,RAFAEL HUETE DA MOTTA,PSB,RN,2021,56,6,753,3,125,1,6,175,4,34
1449,RAFAEL HUETE DA MOTTA,PSB,RN,2022,24,0,325,3,64,5,6,21,4,16
1450,WALTER PEREIRA ALVES,MDB,RN,2019,195,2,295,3,110,3,0,81,5,39
1451,WALTER PEREIRA ALVES,MDB,RN,2020,19,0,393,1,99,3,0,55,8,29
1452,WALTER PEREIRA ALVES,MDB,RN,2021,22,0,747,2,128,3,1,55,8,29
1453,WALTER PEREIRA ALVES,MDB,RN,2022,12,0,307,1,61,7,7,9,4,7
1454,DIRLAINE JAQUELINE CASSOL,PP,RO,2019,159,2,0,19,99,14,0,169,8,26
1455,DIRLAINE JAQUELINE CASSOL,PP,RO,2020,73,0,392,5,99,2,1,246,16,42
1456,DIRLAINE JAQUELINE CASSOL,PP,RO,2021,113,12,715,16,124,8,0,245,16,41
1457,DIRLAINE JAQUELINE CASSOL,PP,RO,2022,45,1,293,1,64,8,3,44,8,13
1458,EXPEDITO GONCALVES FERREIRA NETTO,PSD,RO,2019,332,7,0,13,97,13,3,55,25,70
1459,EXPEDITO GONCALVES FERREIRA NETTO,PSD,RO,2020,26,0,391,1,96,6,0,18,4,53
1460,EXPEDITO GONCALVES FERREIRA NETTO,PSD,RO,2021,38,1,759,3,130,2,0,18,4,53
1461,EXPEDITO GONCALVES FERREIRA NETTO,PSD,RO,2022,17,1,334,0,66,9,0,2,3,14
1462,JOAO CHRISÓSTOMO DE MOURA,PL,RO,2019,102,2,323,139,106,6,1,351,8,26
1463,JOAO CHRISÓSTOMO DE MOURA,PL,RO,2020,23,0,394,14,102,0,0,274,0,39
1464,JOAO CHRISÓSTOMO DE MOURA,PL,RO,2021,108,12,762,51,132,0,0,274,0,40
1465,JOAO CHRISÓSTOMO DE MOURA,PL,RO,2022,11,0,354,43,73,0,2,56,0,27
1466,LEONARDO BARRETO DE MORAES,PODE,RO,2019,262,23,0,58,108,5,0,378,11,54
1467,LEONARDO BARRETO DE MORAES,PODE,RO,2020,345,3,392,91,99,3,0,239,10,1
1468,LEONARDO BARRETO DE MORAES,PODE,RO,2021,439,10,760,6,132,0,0,225,8,1
1469,LEONARDO BARRETO DE MORAES,PODE,RO,2022,47,2,333,1,65,8,2,48,5,1
1470,LUCAS FOLLADOR,PSC,RO,2019,0,0,0,0,0,0,0,0,0,0
1471,LUCAS FOLLADOR,PSC,RO,2020,0,0,0,0,0,0,0,12,0,1
1472,LUCAS FOLLADOR,PSC,RO,2021,0,0,0,0,0,0,0,12,0,1
1473,LUCAS FOLLADOR,PSC,RO,2022,9,0,53,1,22,0,1,12,0,1
1474,LUCIO ANTONIO MOSQUINI,MDB,RO,2019,295,6,0,27,92,14,7,66,6,48
1475,LUCIO ANTONIO MOSQUINI,MDB,RO,2020,62,1,387,4,96,4,2,33,15,38
1476,LUCIO ANTONIO MOSQUINI,MDB,RO,2021,33,5,744,6,125,4,3,33,15,37
1477,LUCIO ANTONIO MOSQUINI,MDB,RO,2022,34,3,245,2,50,17,8,6,10,3
1478,MAURO NAZIF RASUL,PSB,RO,2019,378,12,0,31,113,0,0,134,1,56
1479,MAURO NAZIF RASUL,PSB,RO,2020,247,1,389,17,100,2,0,140,0,50
1480,MAURO NAZIF RASUL,PSB,RO,2021,164,18,762,2,129,1,2,139,0,51
1481,MAURO NAZIF RASUL,PSB,RO,2022,63,5,354,5,74,0,1,29,0,19
1482,SILVIA CRISTINA AMANCIO CHAGAS,PL,RO,2019,418,11,0,30,109,1,3,246,2,101
1483,SILVIA CRISTINA AMANCIO CHAGAS,PL,RO,2020,38,1,394,8,102,0,0,213,5,180
1484,SILVIA CRISTINA AMANCIO CHAGAS,PL,RO,2021,122,11,756,11,78,0,4,214,5,181
1485,SILVIA CRISTINA AMANCIO CHAGAS,PL,RO,2022,42,4,343,3,72,2,1,54,5,20
1486,ANTONIO CARLOS NICOLETTI,UNIAO,RR,2019,141,15,0,7,101,11,1,309,12,26
1487,ANTONIO CARLOS NICOLETTI,UNIAO,RR,2020,43,0,394,2,100,2,0,208,2,40
1488,ANTONIO CARLOS NICOLETTI,UNIAO,RR,2021,84,2,722,3,123,2,7,205,2,37
1489,ANTONIO CARLOS NICOLETTI,UNIAO,RR,2022,22,3,311,1,59,1,15,41,0,24
1490,ÉDIO VIEIRA LOPES,PL,RR,2019,167,3,278,11,101,3,9,146,6,36
1491,ÉDIO VIEIRA LOPES,PL,RR,2020,5,0,272,2,85,12,5,65,4,9
1492,ÉDIO VIEIRA LOPES,PL,RR,2021,57,2,697,4,120,3,9,65,4,8
1493,ÉDIO VIEIRA LOPES,PL,RR,2022,2,0,347,0,61,5,9,18,2,3
1494,HIRAN MANUEL GONCALVES DA SILVA,PP,RR,2019,200,20,0,22,98,12,3,235,20,74
1495,HIRAN MANUEL GONCALVES DA SILVA,PP,RR,2020,78,3,386,42,96,6,0,237,14,89
1496,HIRAN MANUEL GONCALVES DA SILVA,PP,RR,2021,117,10,742,29,124,4,4,229,13,88
1497,HIRAN MANUEL GONCALVES DA SILVA,PP,RR,2022,69,10,321,23,60,4,11,24,3,10
1498,JOENIA BATISTA DE CARVALHO,REDE,RR,2019,195,14,0,93,102,8,3,502,13,27
1499,JOENIA BATISTA DE CARVALHO,REDE,RR,2020,92,1,394,308,101,0,1,492,11,22
1500,JOENIA BATISTA DE CARVALHO,REDE,RR,2021,222,11,743,559,130,2,0,484,11,21
1501,JOENIA BATISTA DE CARVALHO,REDE,RR,2022,65,2,317,143,69,6,0,88,8,12
1502,JOHNATHAN PEREIRA DE JESUS,REPUBLICANOS,RR,2019,201,0,0,22,91,20,2,58,14,54
1503,JOHNATHAN PEREIRA DE JESUS,REPUBLICANOS,RR,2020,209,1,375,18,90,12,0,102,6,91
1504,JOHNATHAN PEREIRA DE JESUS,REPUBLICANOS,RR,2021,39,2,747,8,127,4,1,102,6,91
1505,JOHNATHAN PEREIRA DE JESUS,REPUBLICANOS,RR,2022,10,1,344,2,71,1,3,20,1,18
1506,JOSE OTACI BARROSO DO NASCIMENTO,SOLIDARIEDADE,RR,2019,198,0,0,0,102,4,7,141,3,42
1507,JOSE OTACI BARROSO DO NASCIMENTO,SOLIDARIEDADE,RR,2020,5,0,233,0,76,2,3,45,3,105
1508,JOSE OTACI BARROSO DO NASCIMENTO,SOLIDARIEDADE,RR,2021,24,0,744,1,126,0,6,46,3,106
1509,JOSE OTACI BARROSO DO NASCIMENTO,SOLIDARIEDADE,RR,2022,3,0,310,3,62,4,9,9,3,28
1510,RENATO ANDRADE QUEIROZ,PSD,RR,2019,0,0,0,0,0,0,0,0,0,0
1511,RENATO ANDRADE QUEIROZ,PSD,RR,2020,2,0,160,0,21,0,0,16,0,0
1512,RENATO ANDRADE QUEIROZ,PSD,RR,2021,0,0,0,0,0,0,0,16,0,0
1513,RENATO ANDRADE QUEIROZ,PSD,RR,2022,22,0,184,32,42,1,3,16,0,0
1514,SHÉRIDAN ESTÉRFANY OLIVEIRA RAMOS,PSDB,RR,2019,135,13,0,6,89,16,8,137,27,36
1515,SHÉRIDAN ESTÉRFANY OLIVEIRA RAMOS,PSDB,RR,2020,58,2,394,6,99,3,0,67,15,23
1516,SHÉRIDAN ESTÉRFANY OLIVEIRA RAMOS,PSDB,RR,2021,42,2,631,0,111,20,1,67,15,23
1517,SHÉRIDAN ESTÉRFANY OLIVEIRA RAMOS,PSDB,RR,2022,2,0,198,0,36,35,4,0,0,3
1518,AFONSO ANTUNES DA MOTTA,PDT,RS,2019,315,7,320,96,106,6,1,102,24,70
1519,AFONSO ANTUNES DA MOTTA,PDT,RS,2020,10,0,393,48,98,4,0,103,13,56
1520,AFONSO ANTUNES DA MOTTA,PDT,RS,2021,59,0,751,17,127,2,3,101,12,48
1521,AFONSO ANTUNES DA MOTTA,PDT,RS,2022,9,1,354,36,74,0,1,26,10,10
1522,ALCEU MOREIRA DA SILVA,MDB,RS,2019,213,9,252,26,85,27,1,133,27,31
1523,ALCEU MOREIRA DA SILVA,MDB,RS,2020,22,2,394,13,101,1,0,169,6,10
1524,ALCEU MOREIRA DA SILVA,MDB,RS,2021,67,14,758,1,130,2,0,169,6,10
1525,ALCEU MOREIRA DA SILVA,MDB,RS,2022,36,3,327,11,62,10,3,20,6,4
1526,ALCIBIO MESQUITA BIBO NUNES,PL,RS,2019,153,6,314,291,108,5,0,124,4,25
1527,ALCIBIO MESQUITA BIBO NUNES,PL,RS,2020,32,0,394,109,101,1,0,146,0,75
1528,ALCIBIO MESQUITA BIBO NUNES,PL,RS,2021,143,42,760,239,131,0,1,147,0,76
1529,ALCIBIO MESQUITA BIBO NUNES,PL,RS,2022,42,3,354,62,75,0,0,27,0,21
1530,ANTONIO CARLOS GOMES DA SILVA,REPUBLICANOS,RS,2019,165,6,304,7,110,2,1,132,16,31
1531,ANTONIO CARLOS GOMES DA SILVA,REPUBLICANOS,RS,2020,8,0,392,1,99,3,0,56,4,22
1532,ANTONIO CARLOS GOMES DA SILVA,REPUBLICANOS,RS,2021,26,3,737,5,127,5,0,56,4,22
1533,ANTONIO CARLOS GOMES DA SILVA,REPUBLICANOS,RS,2022,13,1,356,4,75,0,0,16,2,4
1534,DANIEL TRZECIAK DUARTE,PSDB,RS,2019,111,6,306,11,110,3,0,204,7,9
1535,DANIEL TRZECIAK DUARTE,PSDB,RS,2020,13,0,394,0,102,0,0,114,7,26
